5
3
5
4
5
4
8
5
3
2
5
4
3
3
7
8
7
5
6
7
7
5
6
7
5
5
5
2
6
3
4
3
5
3
3
9
6
8
4
5
5
5
2
5
5
3
6
6
4
5
2
4
9
6
9
3
8
7
3
3
4
2
4
4
6
7
8
2
3
2
4
2
4
5
5
4
4
2
3
3
3
3
6
4
5
5
7
5
3
3
6
5
3
4
6
4
7
5
4
7
7
2
4
3
6
3
5
5
5
5
6
7
6
6
5
6
5
4
4
2
3
4
8
5
3
4
6
3
7
4
7
5
3
2
2
4
4
5
5
3
3
3
3
2
2
3
6
7
7
7
5
3
2
3
2
3
4
3
4
3
17
16
23
6
4
4
4
21
6
17
15
28
23
18
4
8
7
4
23
27
18
21
4
4
8
11
23
16
9
6
4
11
